FID,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,geom
focos_ams_ontem_hoje_ref.00029893-5544-34ab-8224-8849c82c99ed,-68.246,-10.562,2019-09-19T17:40:00,AQUA_M-T,XAPURI,ACRE,Brasil,POINT (-10.562 -68.246)
focos_ams_ontem_hoje_ref.000507bf-e776-3119-ad47-3ab9e66ce5b8,-48.99,-16.832,2019-09-20T16:40:00,AQUA_M-T,BELA VISTA DE GOIÁS,GOIÁS,Brasil,POINT (-16.832 -48.99)
focos_ams_ontem_hoje_ref.000d0254-7c30-3d63-a87c-5b36a8312ff2,-49.974,-5.707,2019-09-20T16:45:00,AQUA_M-T,MARABÁ,PARÁ,Brasil,POINT (-5.707 -49.974)
focos_ams_ontem_hoje_ref.002bcfd5-23fe-35b1-9dfb-6b84bd0e113b,-59.734,-7.401,2019-09-19T17:40:00,AQUA_M-T,APUÍ,AMAZONAS,Brasil,POINT (-7.401 -59.734)
focos_ams_ontem_hoje_ref.002fc797-0933-3562-9fa8-e0e026adb30c,-43.006,-7.325,2019-09-20T16:45:00,AQUA_M-T,FLORIANO,PIAUÍ,Brasil,POINT (-7.325 -43.006)
focos_ams_ontem_hoje_ref.0033f5e5-bdef-38e8-acb6-0738e195f884,-50.722,-17.946,2019-09-20T16:40:00,AQUA_M-T,RIO VERDE,GOIÁS,Brasil,POINT (-17.946 -50.722)
focos_ams_ontem_hoje_ref.005b0000-2bda-3dc7-a348-05eeedbc02c2,-66.986,-14.994,2019-09-19T17:40:00,AQUA_M-T,José Ballivián,El Beni,Bolivia,POINT (-14.994 -66.986)
focos_ams_ontem_hoje_ref.0068445d-2aeb-3e31-a7b6-efdde0e3e061,-49.287,-5.936,2019-09-20T16:45:00,AQUA_M-T,ELDORADO DO CARAJÁS,PARÁ,Brasil,POINT (-5.936 -49.287)
focos_ams_ontem_hoje_ref.0069c15b-2eae-3e16-aa61-457334ab7523,-41.178,-18.918,2019-09-20T16:40:00,AQUA_M-T,CONSELHEIRO PENA,MINAS GERAIS,Brasil,POINT (-18.918 -41.178)
focos_ams_ontem_hoje_ref.0072ea65-93f9-3959-909b-5ca55fa090c8,-60.612,-7.371,2019-09-19T17:40:00,AQUA_M-T,APUÍ,AMAZONAS,Brasil,POINT (-7.371 -60.612)
focos_ams_ontem_hoje_ref.0074f2cc-ba36-39b0-9003-832e011d5776,-56.219,-20.003,2019-09-19T17:35:00,AQUA_M-T,AQUIDAUANA,MATO GROSSO DO SUL,Brasil,POINT (-20.003 -56.219)
focos_ams_ontem_hoje_ref.008219de-ad8f-3c1d-88a1-67f966c74ebc,-56.299,-28.664,2019-09-20T18:15:00,AQUA_M-T,Santo Tomé,Corrientes,Argentina,POINT (-28.664 -56.299)
focos_ams_ontem_hoje_ref.00829be7-84c6-3189-abb7-2edd19354049,-69.971,-7.967,2019-09-19T17:40:00,AQUA_M-T,FEIJÓ,ACRE,Brasil,POINT (-7.967 -69.971)
focos_ams_ontem_hoje_ref.00866274-7573-3ebd-afe9-9cad18545a65,-50.194,-17.758,2019-09-20T16:40:00,AQUA_M-T,EDÉIA,GOIÁS,Brasil,POINT (-17.758 -50.194)
focos_ams_ontem_hoje_ref.008f43cb-3b16-3337-8eca-cef1fec6b1d5,-43.714,-8.506,2019-09-20T16:45:00,AQUA_M-T,ALVORADA DO GURGUÉIA,PIAUÍ,Brasil,POINT (-8.506 -43.714)
focos_ams_ontem_hoje_ref.00ba5088-bc81-3d26-87af-1f73253136bc,-60.105,-5.246,2019-09-19T17:40:00,AQUA_M-T,NOVO ARIPUANÃ,AMAZONAS,Brasil,POINT (-5.246 -60.105)
focos_ams_ontem_hoje_ref.00e267d9-d3ce-37c8-b58c-7e21373b93a2,-60.382,-17.509,2019-09-20T18:20:00,AQUA_M-T,Chiquitos,Santa Cruz,Bolivia,POINT (-17.509 -60.382)
focos_ams_ontem_hoje_ref.00e9b4dc-3e15-3ee5-ba2c-a329a587a5c0,-62.819,-27.735,2019-09-19T17:35:00,AQUA_M-T,Moreno,Santiago del Estero,Argentina,POINT (-27.735 -62.819)
focos_ams_ontem_hoje_ref.00ec9d4e-c9d8-373f-8148-6629c3c60029,-59.594,-16.42,2019-09-19T17:35:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-16.42 -59.594)
focos_ams_ontem_hoje_ref.00eeeee1-99c1-33c1-ac69-1f9f1760f38a,-44.452,-8.176,2019-09-20T16:45:00,AQUA_M-T,URUÇUÍ,PIAUÍ,Brasil,POINT (-8.176 -44.452)
focos_ams_ontem_hoje_ref.00f42cee-c11f-3a2a-9177-ecf164ff80c5,-58.892,-19.712,2019-09-19T17:35:00,AQUA_M-T,Fuerte Olimpo,Alto Paraguay,Paraguay,POINT (-19.712 -58.892)
focos_ams_ontem_hoje_ref.00f5f1bd-3a4e-31af-9372-bfb7dc749f72,-54.335,-12.002,2019-09-20T16:45:00,AQUA_M-T,FELIZ NATAL,MATO GROSSO,Brasil,POINT (-12.002 -54.335)
focos_ams_ontem_hoje_ref.00ff7d7a-2e90-31d3-8962-c32d6d721092,-46.396,-9.396,2019-09-20T16:45:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,POINT (-9.396 -46.396)
focos_ams_ontem_hoje_ref.0104b52c-9283-39a3-bd46-589bb4e00ec2,-63.228,-16.504,2019-09-19T17:40:00,AQUA_M-T,Ñuflo de Chávez,Santa Cruz,Bolivia,POINT (-16.504 -63.228)
focos_ams_ontem_hoje_ref.010b4500-1e2d-343b-acb5-74d41defd017,-48.067,-20.076,2019-09-20T16:40:00,AQUA_M-T,ÁGUA COMPRIDA,MINAS GERAIS,Brasil,POINT (-20.076 -48.067)
focos_ams_ontem_hoje_ref.010c1d95-a88b-33f7-b046-12ffe55c638f,-45.884,-10.086,2019-09-20T16:45:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,POINT (-10.086 -45.884)
focos_ams_ontem_hoje_ref.0110802f-a628-3bd1-a19c-d0c073451253,-46.604,-18.775,2019-09-20T16:40:00,AQUA_M-T,PATOS DE MINAS,MINAS GERAIS,Brasil,POINT (-18.775 -46.604)
focos_ams_ontem_hoje_ref.011aadd1-f03e-3280-b0aa-b24560b0c8be,-50.37,-3.119,2019-09-20T16:45:00,AQUA_M-T,PORTEL,PARÁ,Brasil,POINT (-3.119 -50.37)
focos_ams_ontem_hoje_ref.011bbea6-f11c-34a3-9c35-f83f9f91ba46,-64.688,-9.733,2019-09-19T17:40:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-9.733 -64.688)
focos_ams_ontem_hoje_ref.011eb568-de5e-35e1-b68f-5b4f7a99c93d,-59.954,-21.081,2019-09-19T17:35:00,AQUA_M-T,General Eugenio A. Garay,Boquerón,Paraguay,POINT (-21.081 -59.954)
focos_ams_ontem_hoje_ref.0132882b-0174-3f2c-8fd0-b9b0ef7dfd76,-46.069,-9.358,2019-09-20T16:45:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,POINT (-9.358 -46.069)
focos_ams_ontem_hoje_ref.01448c44-7a3e-3764-a2b3-b31a7e237a25,-58.23,-10.218,2019-09-19T17:40:00,AQUA_M-T,NOVA BANDEIRANTES,MATO GROSSO,Brasil,POINT (-10.218 -58.23)
focos_ams_ontem_hoje_ref.014bab30-562c-3d72-a418-b30e95195cf8,-61.727,-15.57,2019-09-19T17:40:00,AQUA_M-T,Ñuflo de Chávez,Santa Cruz,Bolivia,POINT (-15.57 -61.727)
focos_ams_ontem_hoje_ref.0163abdc-b901-3977-9131-18494cfec8af,-65.019,-16.954,2019-09-19T17:35:00,AQUA_M-T,Carrasco,Cochabamba,Bolivia,POINT (-16.954 -65.019)
focos_ams_ontem_hoje_ref.01679722-cc71-3cc2-ae66-28ef849c349c,-50.211,-20.614,2019-09-19T17:35:00,AQUA_M-T,MAGDA,SÃO PAULO,Brasil,POINT (-20.614 -50.211)
focos_ams_ontem_hoje_ref.016ddb60-5206-3b8c-9bac-bc7cac090ba7,-45.267,-5.729,2019-09-20T16:45:00,AQUA_M-T,BARRA DO CORDA,MARANHÃO,Brasil,POINT (-5.729 -45.267)
focos_ams_ontem_hoje_ref.016fb065-c540-39e7-8532-2128fb0715f9,-51.869,-7.473,2019-09-19T17:40:00,AQUA_M-T,SÃO FÉLIX DO XINGU,PARÁ,Brasil,POINT (-7.473 -51.869)
focos_ams_ontem_hoje_ref.019b55a7-c8e7-354d-b31a-5ac26df5cba7,-53.014,-15.642,2019-09-20T16:40:00,AQUA_M-T,GENERAL CARNEIRO,MATO GROSSO,Brasil,POINT (-15.642 -53.014)
focos_ams_ontem_hoje_ref.01a50c66-8d51-369d-95f9-77f4d48e3239,-71.167,-8.82,2019-09-20T18:25:00,AQUA_M-T,FEIJÓ,ACRE,Brasil,POINT (-8.82 -71.167)
focos_ams_ontem_hoje_ref.01b0a4ea-acaf-3a5e-9556-3a7aa59b45f4,-56.153,-14.312,2019-09-19T17:40:00,AQUA_M-T,DIAMANTINO,MATO GROSSO,Brasil,POINT (-14.312 -56.153)
focos_ams_ontem_hoje_ref.01d5020f-8f4a-38cf-b792-b0955e689602,-43.495,-3.281,2019-09-19T16:00:00,AQUA_M-T,SÃO BENEDITO DO RIO PRETO,MARANHÃO,Brasil,POINT (-3.281 -43.495)
focos_ams_ontem_hoje_ref.01d78ead-e26e-338e-a9cf-3b2baf63cc2b,-44.535,-7.311,2019-09-20T16:45:00,AQUA_M-T,URUÇUÍ,PIAUÍ,Brasil,POINT (-7.311 -44.535)
focos_ams_ontem_hoje_ref.01ddde98-beb9-3cb3-b974-a589830d3aa3,-43.991,-6.33,2019-09-20T16:45:00,AQUA_M-T,PARAIBANO,MARANHÃO,Brasil,POINT (-6.33 -43.991)
focos_ams_ontem_hoje_ref.01dfc74f-1f66-3a1a-a504-499cdea3785a,-44.043,-8.587,2019-09-19T16:00:00,AQUA_M-T,ALVORADA DO GURGUÉIA,PIAUÍ,Brasil,POINT (-8.587 -44.043)
focos_ams_ontem_hoje_ref.01f0bafa-e19d-3955-bac9-be2697d60aac,-48.403,-11.061,2019-09-20T16:45:00,AQUA_M-T,IPUEIRAS,TOCANTINS,Brasil,POINT (-11.061 -48.403)
focos_ams_ontem_hoje_ref.01fea39c-a6b6-350a-b210-60dc003c388e,-58.89,-18.61,2019-09-19T17:35:00,AQUA_M-T,Chiquitos,Santa Cruz,Bolivia,POINT (-18.61 -58.89)
focos_ams_ontem_hoje_ref.020e4d4b-7b86-3601-ae38-2b69fcceb1a0,-59.303,-16.884,2019-09-19T17:35:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-16.884 -59.303)
focos_ams_ontem_hoje_ref.02184a96-8424-39f8-8928-47bc91773846,-61.425,-8.902,2019-09-19T17:40:00,AQUA_M-T,COLNIZA,MATO GROSSO,Brasil,POINT (-8.902 -61.425)
focos_ams_ontem_hoje_ref.021e26dd-086d-3327-93af-7fa76c989b61,-59.037,-19.318,2019-09-19T17:35:00,AQUA_M-T,Chiquitos,Santa Cruz,Bolivia,POINT (-19.318 -59.037)
focos_ams_ontem_hoje_ref.0225cd6e-8be1-3ad1-a0e1-a11e6d188e3d,-50.256,-17.929,2019-09-19T17:35:00,AQUA_M-T,PORTEIRÃO,GOIÁS,Brasil,POINT (-17.929 -50.256)
focos_ams_ontem_hoje_ref.0226f274-afa8-3d46-b975-383ae24fba31,-50.686,-17.743,2019-09-19T17:35:00,AQUA_M-T,SANTA HELENA DE GOIÁS,GOIÁS,Brasil,POINT (-17.743 -50.686)
focos_ams_ontem_hoje_ref.022b059a-aff1-3034-9300-0db746870dc3,-55.348,-29.606,2019-09-20T18:15:00,AQUA_M-T,SÃO FRANCISCO DE ASSIS,RIO GRANDE DO SUL,Brasil,POINT (-29.606 -55.348)
focos_ams_ontem_hoje_ref.022d28c1-050c-3259-a68f-38394d450cb7,-44.445,-20.039,2019-09-20T16:40:00,AQUA_M-T,MATEUS LEME,MINAS GERAIS,Brasil,POINT (-20.039 -44.445)
focos_ams_ontem_hoje_ref.0230788e-6d6e-3b1a-a278-cbb917dd7122,-62.614,-8.748,2019-09-19T17:40:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-8.748 -62.614)
focos_ams_ontem_hoje_ref.0233d675-2578-3d2f-ae08-bffc51bf7fb9,-45.787,-9.152,2019-09-20T16:45:00,AQUA_M-T,SANTA FILOMENA,PIAUÍ,Brasil,POINT (-9.152 -45.787)
focos_ams_ontem_hoje_ref.024a3fdd-766f-363c-8518-16ed8ecba7cb,-68.48,-14.565,2019-09-20T18:20:00,AQUA_M-T,Franz Tamayo,La Paz,Bolivia,POINT (-14.565 -68.48)
focos_ams_ontem_hoje_ref.025170d8-2864-3fa4-8c73-2323d8a0953e,-56.047,-26.604,2019-09-20T18:15:00,AQUA_M-T,San Pedro del Paraná,Itapúa,Paraguay,POINT (-26.604 -56.047)
focos_ams_ontem_hoje_ref.025417da-7d83-3c50-9033-5229b6452c11,-49.65,-20.032,2019-09-20T16:40:00,AQUA_M-T,RIOLÂNDIA,SÃO PAULO,Brasil,POINT (-20.032 -49.65)
focos_ams_ontem_hoje_ref.0255b3ee-d08a-3b2e-80d7-a80725dfb3f5,-48.337,-20.224,2019-09-19T17:35:00,AQUA_M-T,GUAÍRA,SÃO PAULO,Brasil,POINT (-20.224 -48.337)
focos_ams_ontem_hoje_ref.0260510d-661c-332c-b3aa-6972ed022543,-63.724,-9.309,2019-09-19T17:40:00,AQUA_M-T,CANDEIAS DO JAMARI,RONDÔNIA,Brasil,POINT (-9.309 -63.724)
focos_ams_ontem_hoje_ref.026d0cf8-3645-3cf9-8d98-74e4737a78b8,-45.867,-8.446,2019-09-20T16:45:00,AQUA_M-T,TASSO FRAGOSO,MARANHÃO,Brasil,POINT (-8.446 -45.867)
focos_ams_ontem_hoje_ref.0275aba4-2730-3715-97f7-3951d0b57d92,-41.348,-16.635,2019-09-19T16:00:00,AQUA_M-T,PONTO DOS VOLANTES,MINAS GERAIS,Brasil,POINT (-16.635 -41.348)
focos_ams_ontem_hoje_ref.027ce332-a950-3af8-b34c-71a49d2717fc,-56.672,-21.618,2019-09-19T17:35:00,AQUA_M-T,BELA VISTA,MATO GROSSO DO SUL,Brasil,POINT (-21.618 -56.672)
focos_ams_ontem_hoje_ref.027f221d-defc-3f8d-a90e-44ec17ac9e31,-59.251,-17.511,2019-09-19T17:35:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-17.511 -59.251)
focos_ams_ontem_hoje_ref.02941237-f5d2-35e8-a7df-3f20ab41f7ec,-55.02,-6.421,2019-09-19T17:40:00,AQUA_M-T,ALTAMIRA,PARÁ,Brasil,POINT (-6.421 -55.02)
focos_ams_ontem_hoje_ref.0298b2df-2d13-31b4-8d99-74929fd817eb,-65.869,-16.58,2019-09-19T17:40:00,AQUA_M-T,Chapare,Cochabamba,Bolivia,POINT (-16.58 -65.869)
focos_ams_ontem_hoje_ref.029b7b25-75ba-398b-a05c-f844e68dc8c2,-50.773,-17.88,2019-09-19T17:35:00,AQUA_M-T,RIO VERDE,GOIÁS,Brasil,POINT (-17.88 -50.773)
focos_ams_ontem_hoje_ref.02a00647-2db0-30b1-a81b-c7fb2c12440a,-51.537,-17.802,2019-09-19T17:35:00,AQUA_M-T,JATAÍ,GOIÁS,Brasil,POINT (-17.802 -51.537)
focos_ams_ontem_hoje_ref.02a94ae9-5a22-36b4-b0bb-1844988c681a,-41.925,-20.314,2019-09-20T16:40:00,AQUA_M-T,MANHUMIRIM,MINAS GERAIS,Brasil,POINT (-20.314 -41.925)
focos_ams_ontem_hoje_ref.02a9e54e-3d10-3c0e-9ee5-df077e36f754,-48.679,-19.772,2019-09-19T17:35:00,AQUA_M-T,CAMPO FLORIDO,MINAS GERAIS,Brasil,POINT (-19.772 -48.679)
focos_ams_ontem_hoje_ref.02add708-74b5-3da4-b438-59c042c4c755,-65.992,-14.742,2019-09-19T17:40:00,AQUA_M-T,Yacuma,El Beni,Bolivia,POINT (-14.742 -65.992)
focos_ams_ontem_hoje_ref.02d63ea8-cd52-3750-a448-2c634bff69a3,-63.94,-14.971,2019-09-19T17:40:00,AQUA_M-T,Marbán,El Beni,Bolivia,POINT (-14.971 -63.94)
focos_ams_ontem_hoje_ref.02e2941f-52c7-36f6-a770-6c84537eea27,-57.278,-19.307,2019-09-19T17:35:00,AQUA_M-T,CORUMBÁ,MATO GROSSO DO SUL,Brasil,POINT (-19.307 -57.278)
focos_ams_ontem_hoje_ref.02e74be7-0e34-3233-9901-7b3a2aa01ad3,-60.607,-15.373,2019-09-19T17:40:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-15.373 -60.607)
focos_ams_ontem_hoje_ref.02ec1f92-3ca4-3e33-95db-4e86894253fd,-58.512,-28.293,2019-09-20T18:15:00,AQUA_M-T,Saladas,Corrientes,Argentina,POINT (-28.293 -58.512)
focos_ams_ontem_hoje_ref.02ef5912-1f2c-38c1-8803-ba87b7770c69,-41.579,-3.163,2019-09-19T16:00:00,AQUA_M-T,BOM PRINCÍPIO DO PIAUÍ,PIAUÍ,Brasil,POINT (-3.163 -41.579)
focos_ams_ontem_hoje_ref.02f3210f-e268-3529-b487-7120b32f5892,-54.801,-12.992,2019-09-19T17:40:00,AQUA_M-T,NOVA UBIRATÃ,MATO GROSSO,Brasil,POINT (-12.992 -54.801)
focos_ams_ontem_hoje_ref.02f347d8-ffc9-3931-851d-1e258737ba06,-46.868,-6.056,2019-09-19T16:00:00,AQUA_M-T,LAJEADO NOVO,MARANHÃO,Brasil,POINT (-6.056 -46.868)
focos_ams_ontem_hoje_ref.02fadd12-d887-3fc2-aa80-05c4b1af659d,-64.459,-14.406,2019-09-19T17:40:00,AQUA_M-T,Cercado,El Beni,Bolivia,POINT (-14.406 -64.459)
focos_ams_ontem_hoje_ref.02fdc317-3696-392a-bab6-b35e1d0215e5,-50.846,-18.979,2019-09-19T17:35:00,AQUA_M-T,CAÇU,GOIÁS,Brasil,POINT (-18.979 -50.846)
focos_ams_ontem_hoje_ref.03038878-7735-3d2d-8f6e-96ea640bf42e,-55.443,-4.365,2019-09-20T16:45:00,AQUA_M-T,RURÓPOLIS,PARÁ,Brasil,POINT (-4.365 -55.443)
focos_ams_ontem_hoje_ref.030eb2e8-9c06-3ad8-9144-a52f49d434b4,-65.33,-9.292,2019-09-19T17:40:00,AQUA_M-T,LÁBREA,AMAZONAS,Brasil,POINT (-9.292 -65.33)
focos_ams_ontem_hoje_ref.031997cc-8eda-32e5-9258-d04e1bcb05de,-67.517,-9.062,2019-09-20T18:25:00,AQUA_M-T,BOCA DO ACRE,AMAZONAS,Brasil,POINT (-9.062 -67.517)
focos_ams_ontem_hoje_ref.03236144-6327-3b34-9ecc-83b0438f47f6,-58.897,-19.592,2019-09-19T17:35:00,AQUA_M-T,Fuerte Olimpo,Alto Paraguay,Paraguay,POINT (-19.592 -58.897)
focos_ams_ontem_hoje_ref.03291a74-0f22-36b9-9595-96b74244ea23,-57.695,-17.049,2019-09-19T17:35:00,AQUA_M-T,CÁCERES,MATO GROSSO,Brasil,POINT (-17.049 -57.695)
focos_ams_ontem_hoje_ref.0329d7ef-1f82-3ab9-9a79-076bb5106ed1,-53.288,-6.106,2019-09-20T16:45:00,AQUA_M-T,SÃO FÉLIX DO XINGU,PARÁ,Brasil,POINT (-6.106 -53.288)
focos_ams_ontem_hoje_ref.0331475e-d111-3438-a252-ae4a0ebac52c,-64.184,-34.447,2019-09-20T18:15:00,AQUA_M-T,General Roca,Córdoba,Argentina,POINT (-34.447 -64.184)
focos_ams_ontem_hoje_ref.03316c2f-08e4-364e-8353-cbbfa8873101,-61.756,-30.254,2019-09-20T18:15:00,AQUA_M-T,San Cristóbal,Santa Fe,Argentina,POINT (-30.254 -61.756)
focos_ams_ontem_hoje_ref.033cb5bc-08b6-3063-aa8d-685228bee561,-55.468,-4.384,2019-09-20T16:45:00,AQUA_M-T,RURÓPOLIS,PARÁ,Brasil,POINT (-4.384 -55.468)
focos_ams_ontem_hoje_ref.033d9be5-cd48-31f7-9f4c-bd4c9fe54db1,-51.512,-17.733,2019-09-19T17:35:00,AQUA_M-T,RIO VERDE,GOIÁS,Brasil,POINT (-17.733 -51.512)
focos_ams_ontem_hoje_ref.033f3d4a-3d82-3558-8795-0d52de59a7d6,-67.947,-9.753,2019-09-19T17:40:00,AQUA_M-T,BUJARI,ACRE,Brasil,POINT (-9.753 -67.947)
focos_ams_ontem_hoje_ref.0349b0bb-c0b7-336e-b393-688073298d15,-43.89,-5.897,2019-09-20T16:45:00,AQUA_M-T,BURITI BRAVO,MARANHÃO,Brasil,POINT (-5.897 -43.89)
focos_ams_ontem_hoje_ref.035a9490-01d3-37d7-8ccf-f670af966511,-68.451,-9.785,2019-09-19T17:40:00,AQUA_M-T,RIO BRANCO,ACRE,Brasil,POINT (-9.785 -68.451)
focos_ams_ontem_hoje_ref.035b1047-194e-3ac6-af37-e856bdcde216,-44.224,-6.109,2019-09-20T16:45:00,AQUA_M-T,COLINAS,MARANHÃO,Brasil,POINT (-6.109 -44.224)
focos_ams_ontem_hoje_ref.036e10c1-4ba8-34cc-aec8-b31e08bd113a,-50.86,-10.305,2019-09-20T16:45:00,AQUA_M-T,SANTA TEREZINHA,MATO GROSSO,Brasil,POINT (-10.305 -50.86)
focos_ams_ontem_hoje_ref.036f10b8-c8c5-35c6-8279-ba925afe1878,-61.216,-10.492,2019-09-19T17:40:00,AQUA_M-T,RONDOLÂNDIA,MATO GROSSO,Brasil,POINT (-10.492 -61.216)
focos_ams_ontem_hoje_ref.03738878-bc62-3591-b033-072f3dc5b64d,-46.227,-15.567,2019-09-20T16:40:00,AQUA_M-T,ARINOS,MINAS GERAIS,Brasil,POINT (-15.567 -46.227)
focos_ams_ontem_hoje_ref.0381b54d-b7b7-3492-a4f5-63e3749899ab,-49.384,-18.358,2019-09-19T17:35:00,AQUA_M-T,ITUMBIARA,GOIÁS,Brasil,POINT (-18.358 -49.384)
focos_ams_ontem_hoje_ref.0389a6d2-9fea-3e31-bc60-18220c7eb7f9,-60.603,-15.367,2019-09-19T17:40:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-15.367 -60.603)
focos_ams_ontem_hoje_ref.038c74f3-21f8-30c2-a364-8495d1a7d410,-42.793,-6.507,2019-09-20T16:45:00,AQUA_M-T,AMARANTE,PIAUÍ,Brasil,POINT (-6.507 -42.793)
focos_ams_ontem_hoje_ref.03987448-e2b8-348e-b203-f80812175cef,-72.063,-7.953,2019-09-20T18:25:00,AQUA_M-T,TARAUACÁ,ACRE,Brasil,POINT (-7.953 -72.063)
focos_ams_ontem_hoje_ref.0399bed4-48a1-3122-8170-0db43e7d3326,-46.274,-5.33,2019-09-20T16:45:00,AQUA_M-T,ARAME,MARANHÃO,Brasil,POINT (-5.33 -46.274)
focos_ams_ontem_hoje_ref.039f488b-5902-3ad8-9359-dd443bd831c3,-52.345,-5.769,2019-09-20T16:45:00,AQUA_M-T,SÃO FÉLIX DO XINGU,PARÁ,Brasil,POINT (-5.769 -52.345)
focos_ams_ontem_hoje_ref.03a611af-1dfd-34d0-beb2-31fc6d3f0746,-49.75,-18.046,2019-09-19T17:35:00,AQUA_M-T,GOIATUBA,GOIÁS,Brasil,POINT (-18.046 -49.75)
focos_ams_ontem_hoje_ref.03a70f2f-8c1a-33f3-beb3-30f47997a654,-58.86,-17.135,2019-09-19T17:35:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-17.135 -58.86)
focos_ams_ontem_hoje_ref.03b11c40-f57e-3796-aad0-aa6376e8cf1a,-58.536,-16.896,2019-09-19T17:35:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-16.896 -58.536)
focos_ams_ontem_hoje_ref.03b2154e-7bb0-3178-8ff0-21f5e29ae139,-51.216,-10.557,2019-09-20T16:45:00,AQUA_M-T,SANTA TEREZINHA,MATO GROSSO,Brasil,POINT (-10.557 -51.216)
focos_ams_ontem_hoje_ref.03b2aea9-e23a-3e0a-a355-872b90fd20e1,-46.122,-8.723,2019-09-20T16:45:00,AQUA_M-T,TASSO FRAGOSO,MARANHÃO,Brasil,POINT (-8.723 -46.122)
focos_ams_ontem_hoje_ref.03bb75c4-70f3-33cc-ba15-7f78fc240e4e,-61.5,-38.942,2019-09-20T18:15:00,AQUA_M-T,Coronel de Marina Leonardo Rosales,Buenos Aires,Argentina,POINT (-38.942 -61.5)
focos_ams_ontem_hoje_ref.03bbbf21-04ed-35d6-98ce-5c35ab9a49be,-58.578,-16.791,2019-09-19T17:35:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-16.791 -58.578)
focos_ams_ontem_hoje_ref.03beef74-1620-3050-92be-af16e3f8079d,-45.531,-7.33,2019-09-20T16:45:00,AQUA_M-T,SAMBAÍBA,MARANHÃO,Brasil,POINT (-7.33 -45.531)
focos_ams_ontem_hoje_ref.03c2411f-03a4-39d1-9e14-fcc76e0435dd,-63.741,-14.319,2019-09-19T17:40:00,AQUA_M-T,Cercado,El Beni,Bolivia,POINT (-14.319 -63.741)
focos_ams_ontem_hoje_ref.03c69c7c-f0cc-32c8-92f3-2a4c93be026a,-44.783,-8.022,2019-09-20T16:45:00,AQUA_M-T,URUÇUÍ,PIAUÍ,Brasil,POINT (-8.022 -44.783)
focos_ams_ontem_hoje_ref.03c6af18-5f6c-3c7d-a612-7ec4d6805d69,-69.672,-12.78,2019-09-20T18:20:00,AQUA_M-T,Tambopata,Madre de Dios,Peru,POINT (-12.78 -69.672)
focos_ams_ontem_hoje_ref.03c7950c-0661-3e71-a23a-20b5204dee22,-41.592,-7.009,2019-09-20T16:45:00,AQUA_M-T,PICOS,PIAUÍ,Brasil,POINT (-7.009 -41.592)
focos_ams_ontem_hoje_ref.03d631fd-361b-3f0e-985d-995ea93c8822,-50.837,-18.983,2019-09-20T16:40:00,AQUA_M-T,CAÇU,GOIÁS,Brasil,POINT (-18.983 -50.837)
focos_ams_ontem_hoje_ref.03dc5a9a-8517-3629-a707-360bad79e68b,-73,-7.707,2019-09-20T18:25:00,AQUA_M-T,RODRIGUES ALVES,ACRE,Brasil,POINT (-7.707 -73)
focos_ams_ontem_hoje_ref.03ddf514-b27e-3afc-a24e-1f1a603f54b4,-58.887,-18.654,2019-09-19T17:35:00,AQUA_M-T,Chiquitos,Santa Cruz,Bolivia,POINT (-18.654 -58.887)
focos_ams_ontem_hoje_ref.03e5240b-7f64-3bed-b516-d0995fac10e2,-59.014,-19.277,2019-09-20T18:20:00,AQUA_M-T,Chiquitos,Santa Cruz,Bolivia,POINT (-19.277 -59.014)
focos_ams_ontem_hoje_ref.03ec0d1d-1281-30d2-92db-c2b7e72efce6,-58.894,-19.694,2019-09-19T17:35:00,AQUA_M-T,Fuerte Olimpo,Alto Paraguay,Paraguay,POINT (-19.694 -58.894)
focos_ams_ontem_hoje_ref.040f358a-938f-3234-9410-8a06b80ffe9c,-50.95,-17.147,2019-09-19T17:35:00,AQUA_M-T,RIO VERDE,GOIÁS,Brasil,POINT (-17.147 -50.95)
focos_ams_ontem_hoje_ref.041b58eb-fa2b-3fe9-85ae-24e3b1d7075c,-44.64,-6.068,2019-09-20T16:45:00,AQUA_M-T,MIRADOR,MARANHÃO,Brasil,POINT (-6.068 -44.64)
focos_ams_ontem_hoje_ref.0428ff95-334e-3a47-9ae2-cf97aa5a90c4,-48.294,-10.974,2019-09-20T16:45:00,AQUA_M-T,PORTO NACIONAL,TOCANTINS,Brasil,POINT (-10.974 -48.294)
