FID,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,geom
focos_ams_hoje_ref.393af460-db0d-303f-8815-64d0b1f0c6e3,-72.269,-7.845,2019-09-20T18:25:00,AQUA_M-T,CRUZEIRO DO SUL,ACRE,Brasil,POINT (-7.845 -72.269)
focos_ams_hoje_ref.39431f89-3b91-3a97-895d-f63aa86f9cb3,-65.259,-14.446,2019-09-20T18:20:00,AQUA_M-T,Moxos,El Beni,Bolivia,POINT (-14.446 -65.259)
focos_ams_hoje_ref.39523be2-83f9-3f81-89f2-dcd90e5cdbbb,-45.229,-5.714,2019-09-20T16:45:00,AQUA_M-T,BARRA DO CORDA,MARANHÃO,Brasil,POINT (-5.714 -45.229)
focos_ams_hoje_ref.3964585c-16ca-3a86-8456-f1243550a65c,-59.096,-19.165,2019-09-20T18:20:00,AQUA_M-T,Cordillera,Santa Cruz,Bolivia,POINT (-19.165 -59.096)
focos_ams_hoje_ref.397ddbcf-7164-38ab-9ef3-40333c1753c1,-44.499,-21.158,2019-09-20T16:40:00,AQUA_M-T,CONCEIÇÃO DA BARRA DE MINAS,MINAS GERAIS,Brasil,POINT (-21.158 -44.499)
focos_ams_hoje_ref.3983845b-8829-3f1a-addc-a7044dcd6b4b,-53.418,-5.758,2019-09-20T16:45:00,AQUA_M-T,ALTAMIRA,PARÁ,Brasil,POINT (-5.758 -53.418)
focos_ams_hoje_ref.398738e3-9cb2-3f93-b2d4-26f1cf397d98,-42.922,-21.99,2019-09-20T16:40:00,AQUA_M-T,CHIADOR,MINAS GERAIS,Brasil,POINT (-21.99 -42.922)
focos_ams_hoje_ref.399c58c0-a5eb-3323-93f4-654862d7b37c,-43.529,-4.833,2019-09-20T16:45:00,AQUA_M-T,CAXIAS,MARANHÃO,Brasil,POINT (-4.833 -43.529)
focos_ams_hoje_ref.39b87276-b443-3a1b-b610-856ff26e11cc,-42.794,-7.173,2019-09-20T16:45:00,AQUA_M-T,NAZARÉ DO PIAUÍ,PIAUÍ,Brasil,POINT (-7.173 -42.794)
focos_ams_hoje_ref.39bdc473-3f47-3a81-8bf5-3d8657dd81fb,-68.862,-33.228,2019-09-20T18:15:00,AQUA_M-T,Luján de Cuyo,Mendoza,Argentina,POINT (-33.228 -68.862)
focos_ams_hoje_ref.39c3d916-6018-35f3-9d91-fceca35654e0,-43.649,-6.647,2019-09-20T16:45:00,AQUA_M-T,SÃO JOÃO DOS PATOS,MARANHÃO,Brasil,POINT (-6.647 -43.649)
focos_ams_hoje_ref.39d78e12-e145-3864-8826-0ea05754181c,-56.908,-28.569,2019-09-20T18:15:00,AQUA_M-T,San Martín,Corrientes,Argentina,POINT (-28.569 -56.908)
focos_ams_hoje_ref.39dcd988-ca71-3152-80c8-a0df8db6c3c7,-41.376,-20.19,2019-09-20T16:40:00,AQUA_M-T,BREJETUBA,ESPÍRITO SANTO,Brasil,POINT (-20.19 -41.376)
focos_ams_hoje_ref.39fdef31-6f4b-3985-96ca-e3a8c7089c22,-45.995,-9.191,2019-09-20T16:45:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,POINT (-9.191 -45.995)
focos_ams_hoje_ref.3a35e524-eab8-36c7-b272-661fb7bdcb7e,-43.431,-18.984,2019-09-20T16:40:00,AQUA_M-T,CONCEIÇÃO DO MATO DENTRO,MINAS GERAIS,Brasil,POINT (-18.984 -43.431)
focos_ams_hoje_ref.3a5a92c9-597a-37da-978f-40ff27405c4a,-53.883,-16.607,2019-09-20T16:40:00,AQUA_M-T,PEDRA PRETA,MATO GROSSO,Brasil,POINT (-16.607 -53.883)
focos_ams_hoje_ref.3a6d4a48-20eb-35ac-9375-72b11166e085,-72.683,7.844,2019-09-20T18:25:00,AQUA_M-T,San Cayetano,Norte de Santander,Colombia,POINT (7.844 -72.683)
focos_ams_hoje_ref.3a93c1a1-a7db-3b0a-83ad-1f6c168045b1,-56.107,-4.427,2019-09-20T16:45:00,AQUA_M-T,ITAITUBA,PARÁ,Brasil,POINT (-4.427 -56.107)
focos_ams_hoje_ref.3ab872b4-7000-3405-96b7-a175d47c9301,-45.434,-19.918,2019-09-20T16:40:00,AQUA_M-T,SANTO ANTÔNIO DO MONTE,MINAS GERAIS,Brasil,POINT (-19.918 -45.434)
focos_ams_hoje_ref.3ab948eb-0061-33aa-ada0-8406579e6065,-50.441,-21.441,2019-09-20T16:40:00,AQUA_M-T,BILAC,SÃO PAULO,Brasil,POINT (-21.441 -50.441)
focos_ams_hoje_ref.3ae5a72d-c059-3e3a-a73f-3cb3939bc460,-41.205,-4.78,2019-09-20T16:45:00,AQUA_M-T,PORANGA,CEARÁ,Brasil,POINT (-4.78 -41.205)
focos_ams_hoje_ref.3ae8ccdf-5f87-39f9-a148-056d47f0ebc5,-67.025,-14.631,2019-09-20T18:20:00,AQUA_M-T,José Ballivián,El Beni,Bolivia,POINT (-14.631 -67.025)
focos_ams_hoje_ref.3af10a35-af90-3e45-804b-2647d6c47111,-54.919,-8.629,2019-09-20T16:45:00,AQUA_M-T,ALTAMIRA,PARÁ,Brasil,POINT (-8.629 -54.919)
focos_ams_hoje_ref.3afb8b2b-57c7-3434-9ed2-9cf5e0adf555,-41.563,-3.159,2019-09-20T16:45:00,AQUA_M-T,BOM PRINCÍPIO DO PIAUÍ,PIAUÍ,Brasil,POINT (-3.159 -41.563)
focos_ams_hoje_ref.3b139c3b-cbf2-3834-ad9c-f02b7eb8cb3a,-68.615,-10.812,2019-09-20T18:20:00,AQUA_M-T,EPITACIOLÂNDIA,ACRE,Brasil,POINT (-10.812 -68.615)
focos_ams_hoje_ref.3b182aff-59a5-330c-ae62-ab57ab84cbcd,-45.954,-15.951,2019-09-20T16:40:00,AQUA_M-T,ARINOS,MINAS GERAIS,Brasil,POINT (-15.951 -45.954)
focos_ams_hoje_ref.3b2c8be5-7dd1-3126-b0e9-685bc4f13372,-45.702,-5.449,2019-09-20T16:45:00,AQUA_M-T,JENIPAPO DOS VIEIRAS,MARANHÃO,Brasil,POINT (-5.449 -45.702)
focos_ams_hoje_ref.3b4b3dc3-c7b9-3c32-8f46-865d4d5a4d12,-44.068,-19.729,2019-09-20T16:40:00,AQUA_M-T,RIBEIRÃO DAS NEVES,MINAS GERAIS,Brasil,POINT (-19.729 -44.068)
focos_ams_hoje_ref.3b4c1396-d61e-316e-8daa-46002b759add,-43.801,-19.699,2019-09-20T16:40:00,AQUA_M-T,SANTA LUZIA,MINAS GERAIS,Brasil,POINT (-19.699 -43.801)
focos_ams_hoje_ref.3b61a6c0-7723-3895-ac45-06e3fbd6df53,-67.69,-13.559,2019-09-20T18:20:00,AQUA_M-T,Abel Iturralde,La Paz,Bolivia,POINT (-13.559 -67.69)
focos_ams_hoje_ref.3b6bd77f-8de8-30b8-b574-6e9263ac0bf7,-43.089,-19.448,2019-09-20T16:40:00,AQUA_M-T,SANTA MARIA DE ITABIRA,MINAS GERAIS,Brasil,POINT (-19.448 -43.089)
focos_ams_hoje_ref.3b70db03-0889-3c97-a9d3-59cdc1dbce72,-41.461,-6.921,2019-09-20T16:45:00,AQUA_M-T,SANTANA DO PIAUÍ,PIAUÍ,Brasil,POINT (-6.921 -41.461)
focos_ams_hoje_ref.3b76e496-6518-3fdf-bb73-710405a31497,-66.707,-8.742,2019-09-20T18:25:00,AQUA_M-T,LÁBREA,AMAZONAS,Brasil,POINT (-8.742 -66.707)
focos_ams_hoje_ref.3b786dbe-2e58-319b-b493-86f722520cd1,-67.983,-12.926,2019-09-20T18:20:00,AQUA_M-T,Abel Iturralde,La Paz,Bolivia,POINT (-12.926 -67.983)
focos_ams_hoje_ref.3b836d82-b7e7-3bd1-a1ff-7e45d49aa270,-43.883,-6.611,2019-09-20T16:45:00,AQUA_M-T,NOVA IORQUE,MARANHÃO,Brasil,POINT (-6.611 -43.883)
focos_ams_hoje_ref.3b86d2e2-e0a6-35c5-9104-9c1465b332f6,-66.512,-14.12,2019-09-20T18:20:00,AQUA_M-T,Yacuma,El Beni,Bolivia,POINT (-14.12 -66.512)
focos_ams_hoje_ref.3b9486e4-865e-33aa-874d-8441df849f39,-44.248,-20.067,2019-09-20T16:40:00,AQUA_M-T,SÃO JOAQUIM DE BICAS,MINAS GERAIS,Brasil,POINT (-20.067 -44.248)
focos_ams_hoje_ref.3b9fcb2f-dc27-3585-bdd1-49e92829641c,-49.08,-8.237,2019-09-20T16:45:00,AQUA_M-T,COUTO MAGALHÃES,TOCANTINS,Brasil,POINT (-8.237 -49.08)
focos_ams_hoje_ref.3ba7c9c3-c57c-3a84-847e-a74f3af5fbcc,-43.755,-19.904,2019-09-20T16:40:00,AQUA_M-T,SABARÁ,MINAS GERAIS,Brasil,POINT (-19.904 -43.755)
focos_ams_hoje_ref.3bbe7453-751d-3dde-87e0-7aedec38c502,-43.152,-18.49,2019-09-20T16:40:00,AQUA_M-T,MATERLÂNDIA,MINAS GERAIS,Brasil,POINT (-18.49 -43.152)
focos_ams_hoje_ref.3bd7031c-9250-3c55-9d20-40c5466b9830,-50.381,-11.077,2019-09-20T16:45:00,AQUA_M-T,LAGOA DA CONFUSÃO,TOCANTINS,Brasil,POINT (-11.077 -50.381)
focos_ams_hoje_ref.3bdf7b40-f0aa-36af-973a-e3be07849179,-70.314,-12.882,2019-09-20T18:20:00,AQUA_M-T,Tambopata,Madre de Dios,Peru,POINT (-12.882 -70.314)
focos_ams_hoje_ref.3bf97b30-0694-30b0-a466-8d58212fc21b,-41.642,-20.076,2019-09-20T16:40:00,AQUA_M-T,CHALÉ,MINAS GERAIS,Brasil,POINT (-20.076 -41.642)
focos_ams_hoje_ref.3bfd0f8f-3f59-30c0-b6ec-9eef5f2e5ada,-46.013,-12.854,2019-09-20T16:45:00,AQUA_M-T,SÃO DESIDÉRIO,BAHIA,Brasil,POINT (-12.854 -46.013)
focos_ams_hoje_ref.3c0ad1ab-9c9f-34d2-bebc-c673b214739f,-62.606,-30.894,2019-09-20T18:15:00,AQUA_M-T,San Justo,Córdoba,Argentina,POINT (-30.894 -62.606)
focos_ams_hoje_ref.3c344ec3-d54e-305c-8845-1fe6703856d4,-40.834,-19.345,2019-09-20T16:40:00,AQUA_M-T,BAIXO GUANDU,ESPÍRITO SANTO,Brasil,POINT (-19.345 -40.834)
focos_ams_hoje_ref.3c50fab1-4988-3441-84fa-75e16137055c,-43.581,-21.755,2019-09-20T16:40:00,AQUA_M-T,JUIZ DE FORA,MINAS GERAIS,Brasil,POINT (-21.755 -43.581)
focos_ams_hoje_ref.3c63214b-da99-3763-ba8c-72db6a480c92,-56.957,-29.432,2019-09-20T18:15:00,AQUA_M-T,Paso de los Libres,Corrientes,Argentina,POINT (-29.432 -56.957)
focos_ams_hoje_ref.3c6405cd-35c0-35b6-9896-97452903743c,-46.652,-9.387,2019-09-20T16:45:00,AQUA_M-T,BALSAS,MARANHÃO,Brasil,POINT (-9.387 -46.652)
focos_ams_hoje_ref.3c919da3-0954-3e73-ab5b-f08c9633a7df,-45.181,-17.387,2019-09-20T16:40:00,AQUA_M-T,BURITIZEIRO,MINAS GERAIS,Brasil,POINT (-17.387 -45.181)
focos_ams_hoje_ref.3cb17d54-d9a2-3d58-8943-a23c9ed186fc,-68.962,-10.641,2019-09-20T18:20:00,AQUA_M-T,BRASILÉIA,ACRE,Brasil,POINT (-10.641 -68.962)
focos_ams_hoje_ref.3cc29bb9-2aa6-39ba-86b5-0b0998cdef05,-56.334,-28.672,2019-09-20T18:15:00,AQUA_M-T,Santo Tomé,Corrientes,Argentina,POINT (-28.672 -56.334)
focos_ams_hoje_ref.3cee065c-ae05-364c-9cb0-44c782bc346b,-75.235,-8.969,2019-09-20T18:25:00,AQUA_M-T,Padre Abad,Ucayali,Peru,POINT (-8.969 -75.235)
focos_ams_hoje_ref.3d031bb5-52fb-3981-8f67-8115781d6d7c,-44.522,-20.05,2019-09-20T16:40:00,AQUA_M-T,ITAÚNA,MINAS GERAIS,Brasil,POINT (-20.05 -44.522)
focos_ams_hoje_ref.3d0e3594-81c6-3e6c-838d-2fc5697884a3,-58.928,-28.155,2019-09-20T18:15:00,AQUA_M-T,Empedrado,Corrientes,Argentina,POINT (-28.155 -58.928)
focos_ams_hoje_ref.3d4740d9-234c-34b7-88d7-c7fdbc4e80b2,-51.593,-6.995,2019-09-20T16:45:00,AQUA_M-T,TUCUMÃ,PARÁ,Brasil,POINT (-6.995 -51.593)
focos_ams_hoje_ref.3d4b0cf1-1226-3308-beb2-96083fa4a690,-61.521,-15.742,2019-09-20T18:20:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-15.742 -61.521)
focos_ams_hoje_ref.3d70cc64-4cd0-3538-9e43-3477653a52b1,-65.831,-15.209,2019-09-20T18:20:00,AQUA_M-T,Moxos,El Beni,Bolivia,POINT (-15.209 -65.831)
focos_ams_hoje_ref.3d86f928-8ba5-368b-be64-be0c31245b79,-44.154,-7.08,2019-09-20T16:45:00,AQUA_M-T,PORTO ALEGRE DO PIAUÍ,PIAUÍ,Brasil,POINT (-7.08 -44.154)
focos_ams_hoje_ref.3d909b02-cf87-39cd-b5cc-1aff98dd83df,-47.603,-17.695,2019-09-20T16:40:00,AQUA_M-T,CATALÃO,GOIÁS,Brasil,POINT (-17.695 -47.603)
focos_ams_hoje_ref.3da6c896-cee4-336d-a49b-58f03df626df,-41.79,-6.066,2019-09-20T16:45:00,AQUA_M-T,AROAZES,PIAUÍ,Brasil,POINT (-6.066 -41.79)
focos_ams_hoje_ref.3db1bba5-35d9-3296-b7e7-710d0130d588,-46.569,-13.999,2019-09-20T16:40:00,AQUA_M-T,IACIARA,GOIÁS,Brasil,POINT (-13.999 -46.569)
focos_ams_hoje_ref.3db9c729-6989-3e60-8d67-64feb41093c3,-69.63,-10.851,2019-09-20T18:20:00,AQUA_M-T,ASSIS BRASIL,ACRE,Brasil,POINT (-10.851 -69.63)
focos_ams_hoje_ref.3dccdbed-009f-3125-87c1-d1cf405989a2,-42.588,-22.281,2019-09-20T16:40:00,AQUA_M-T,NOVA FRIBURGO,RIO DE JANEIRO,Brasil,POINT (-22.281 -42.588)
focos_ams_hoje_ref.3de67e8b-5600-3a21-ba1c-57600d5fe7fc,-51.132,-12.415,2019-09-20T16:45:00,AQUA_M-T,NOVO SANTO ANTÔNIO,MATO GROSSO,Brasil,POINT (-12.415 -51.132)
focos_ams_hoje_ref.3de87e74-a59e-3d4f-bef5-2ded0b192f81,-46.009,-9.801,2019-09-20T16:45:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,POINT (-9.801 -46.009)
focos_ams_hoje_ref.3e0bd488-232e-30cc-b0d1-25290fbbfdf5,-64.499,-14.458,2019-09-20T18:20:00,AQUA_M-T,Cercado,El Beni,Bolivia,POINT (-14.458 -64.499)
focos_ams_hoje_ref.3e0beeb0-c816-315d-bfce-5e024e803397,-68.745,-10.279,2019-09-20T18:20:00,AQUA_M-T,RIO BRANCO,ACRE,Brasil,POINT (-10.279 -68.745)
focos_ams_hoje_ref.3e116b02-a79d-3d4e-8243-1974c9bbf53a,-47.097,-5.919,2019-09-20T16:45:00,AQUA_M-T,MONTES ALTOS,MARANHÃO,Brasil,POINT (-5.919 -47.097)
focos_ams_hoje_ref.3e1ee55a-00ef-3a5b-83f9-026f8b3e0aaf,-47.718,-1.803,2019-09-20T16:45:00,AQUA_M-T,SÃO DOMINGOS DO CAPIM,PARÁ,Brasil,POINT (-1.803 -47.718)
focos_ams_hoje_ref.3e36d20f-688e-3eea-9350-c539cfa8debd,-50.144,-10.912,2019-09-20T16:45:00,AQUA_M-T,LAGOA DA CONFUSÃO,TOCANTINS,Brasil,POINT (-10.912 -50.144)
focos_ams_hoje_ref.3e43a239-0f42-343c-aa62-4bec052d3ba5,-44.758,-22.204,2019-09-20T16:40:00,AQUA_M-T,ALAGOA,MINAS GERAIS,Brasil,POINT (-22.204 -44.758)
focos_ams_hoje_ref.3e46f102-890b-3a48-8dd2-556cd90662d0,-48.796,-18.155,2019-09-20T16:40:00,AQUA_M-T,ÁGUA LIMPA,GOIÁS,Brasil,POINT (-18.155 -48.796)
focos_ams_hoje_ref.3e51a05d-3873-35ec-8513-56519be52507,-58.902,-19.428,2019-09-20T18:20:00,AQUA_M-T,Chiquitos,Santa Cruz,Bolivia,POINT (-19.428 -58.902)
focos_ams_hoje_ref.3e521a58-309c-3ad6-be41-1b74a55e2f05,-48.182,-1.62,2019-09-20T16:45:00,AQUA_M-T,BUJARU,PARÁ,Brasil,POINT (-1.62 -48.182)
focos_ams_hoje_ref.3e56ef91-7f65-33bf-9ce6-8e7c1c67344c,-63.044,-8.576,2019-09-20T18:20:00,AQUA_M-T,CANDEIAS DO JAMARI,RONDÔNIA,Brasil,POINT (-8.576 -63.044)
focos_ams_hoje_ref.3e60568f-f81f-36ed-9d21-cd020845d4f5,-43.153,-18.933,2019-09-20T16:40:00,AQUA_M-T,SENHORA DO PORTO,MINAS GERAIS,Brasil,POINT (-18.933 -43.153)
focos_ams_hoje_ref.3e62d270-e263-36b4-b7d9-8b171be154bc,-67.701,-13.56,2019-09-20T18:20:00,AQUA_M-T,Abel Iturralde,La Paz,Bolivia,POINT (-13.56 -67.701)
focos_ams_hoje_ref.3e773fe1-1270-3910-b0f5-be63e9b6a491,-70.338,-12.987,2019-09-20T18:20:00,AQUA_M-T,Tambopata,Madre de Dios,Peru,POINT (-12.987 -70.338)
focos_ams_hoje_ref.3e974196-13ec-3a35-95de-ddbd73cc1a23,-44.274,-19.694,2019-09-20T16:40:00,AQUA_M-T,ESMERALDAS,MINAS GERAIS,Brasil,POINT (-19.694 -44.274)
focos_ams_hoje_ref.3ea31703-d97c-3428-8a76-dd295fae22a0,-61.172,-28.573,2019-09-20T18:15:00,AQUA_M-T,Nueve de Julio,Santa Fe,Argentina,POINT (-28.573 -61.172)
focos_ams_hoje_ref.3eac0e9a-39b7-3ed5-9a1d-0a78688f33f1,-42.932,-21.992,2019-09-20T16:40:00,AQUA_M-T,CHIADOR,MINAS GERAIS,Brasil,POINT (-21.992 -42.932)
focos_ams_hoje_ref.3eaf75cf-ccda-33ea-bcc2-9e4739ba2eb8,-69.629,6.241,2019-09-20T18:25:00,AQUA_M-T,Cravo Norte,Arauca,Colombia,POINT (6.241 -69.629)
focos_ams_hoje_ref.3ebf656f-6698-349f-8ddc-3fb05680b17e,-40.666,-19.266,2019-09-20T16:40:00,AQUA_M-T,COLATINA,ESPÍRITO SANTO,Brasil,POINT (-19.266 -40.666)
focos_ams_hoje_ref.3eed4b4c-23b6-3352-b204-09139b04b5d6,-47.887,-4.706,2019-09-20T16:45:00,AQUA_M-T,AÇAILÂNDIA,MARANHÃO,Brasil,POINT (-4.706 -47.887)
focos_ams_hoje_ref.3ef5c07d-2488-320e-932c-56534deae3a6,-69.856,-12.89,2019-09-20T18:20:00,AQUA_M-T,Tambopata,Madre de Dios,Peru,POINT (-12.89 -69.856)
focos_ams_hoje_ref.3f06a31b-24af-3373-b17a-31ee20ea4126,-51.758,-5.872,2019-09-20T16:45:00,AQUA_M-T,SÃO FÉLIX DO XINGU,PARÁ,Brasil,POINT (-5.872 -51.758)
focos_ams_hoje_ref.3f0b47da-18a2-3785-a8c5-324996876651,-66.971,-9.129,2019-09-20T18:20:00,AQUA_M-T,LÁBREA,AMAZONAS,Brasil,POINT (-9.129 -66.971)
focos_ams_hoje_ref.3f15abc5-ec73-3bd0-8fab-b2ee20c8e451,-45.097,-16.144,2019-09-20T16:40:00,AQUA_M-T,SÃO ROMÃO,MINAS GERAIS,Brasil,POINT (-16.144 -45.097)
focos_ams_hoje_ref.3f1a66b3-34ce-34ca-9a9f-3536746a13f0,-44.629,-22.121,2019-09-20T16:40:00,AQUA_M-T,AIURUOCA,MINAS GERAIS,Brasil,POINT (-22.121 -44.629)
focos_ams_hoje_ref.3f342122-3b76-3cbf-ba79-eb0d714280a2,-51.261,-5.312,2019-09-20T16:45:00,AQUA_M-T,SÃO FÉLIX DO XINGU,PARÁ,Brasil,POINT (-5.312 -51.261)
focos_ams_hoje_ref.3f465c84-aa6f-38f1-a2e3-c821c3d972ef,-75.236,-8.695,2019-09-20T18:25:00,AQUA_M-T,Padre Abad,Ucayali,Peru,POINT (-8.695 -75.236)
focos_ams_hoje_ref.3f520cac-9dcb-3af6-accb-04bef29743b1,-43.989,-7.168,2019-09-20T16:45:00,AQUA_M-T,MARCOS PARENTE,PIAUÍ,Brasil,POINT (-7.168 -43.989)
focos_ams_hoje_ref.3f923533-73e7-3024-a841-4ae403dc7c62,-61.645,-15.661,2019-09-20T18:20:00,AQUA_M-T,Ñuflo de Chávez,Santa Cruz,Bolivia,POINT (-15.661 -61.645)
focos_ams_hoje_ref.3f98a496-11a0-3fd2-8a0d-eb9498aa4919,-58.67,-28.316,2019-09-20T18:15:00,AQUA_M-T,Saladas,Corrientes,Argentina,POINT (-28.316 -58.67)
focos_ams_hoje_ref.3fa34596-436b-3cda-b28f-278d9b23a789,-57.695,-20.86,2019-09-20T18:20:00,AQUA_M-T,PORTO MURTINHO,MATO GROSSO DO SUL,Brasil,POINT (-20.86 -57.695)
focos_ams_hoje_ref.3faadd1d-e7cd-37b2-a4ff-b6b88a48f648,-56.101,-4.423,2019-09-20T16:45:00,AQUA_M-T,ITAITUBA,PARÁ,Brasil,POINT (-4.423 -56.101)
focos_ams_hoje_ref.3fc67628-485a-3650-ab92-4d5129e164d4,-51.833,-6.008,2019-09-20T16:45:00,AQUA_M-T,SÃO FÉLIX DO XINGU,PARÁ,Brasil,POINT (-6.008 -51.833)
focos_ams_hoje_ref.3ffcbfcf-9a00-3c0a-a848-5ab9b7dcd026,-43.551,-17.722,2019-09-20T16:40:00,AQUA_M-T,DIAMANTINA,MINAS GERAIS,Brasil,POINT (-17.722 -43.551)
focos_ams_hoje_ref.402d2066-0995-3ff4-88fe-e30fce3735e2,-70.648,-9.021,2019-09-20T18:25:00,AQUA_M-T,FEIJÓ,ACRE,Brasil,POINT (-9.021 -70.648)
focos_ams_hoje_ref.40348da6-58e5-39b2-9903-ce2aa4e3841e,-56.062,-1.734,2019-09-20T16:45:00,AQUA_M-T,ORIXIMINÁ,PARÁ,Brasil,POINT (-1.734 -56.062)
focos_ams_hoje_ref.40443f2d-8e19-3327-928d-e2164e4b236d,-41.585,-6.977,2019-09-20T16:45:00,AQUA_M-T,PICOS,PIAUÍ,Brasil,POINT (-6.977 -41.585)
focos_ams_hoje_ref.4055c689-e492-3c58-a4d8-ae43227a937b,-43.323,-18.508,2019-09-20T16:40:00,AQUA_M-T,SANTO ANTÔNIO DO ITAMBÉ,MINAS GERAIS,Brasil,POINT (-18.508 -43.323)
focos_ams_hoje_ref.405889b1-7d1f-3af4-95a1-470fccfd5746,-69.557,-12.791,2019-09-20T18:20:00,AQUA_M-T,Tambopata,Madre de Dios,Peru,POINT (-12.791 -69.557)
focos_ams_hoje_ref.405d51b4-66a9-372d-a7d7-1340fe2ef800,-45.218,-4.477,2019-09-20T16:45:00,AQUA_M-T,PAULO RAMOS,MARANHÃO,Brasil,POINT (-4.477 -45.218)
focos_ams_hoje_ref.40610acb-abbd-3c24-9383-8dbcf323501f,-41.873,-20.223,2019-09-20T16:40:00,AQUA_M-T,MARTINS SOARES,MINAS GERAIS,Brasil,POINT (-20.223 -41.873)
focos_ams_hoje_ref.408407ac-289b-37d3-8e46-5b7db5a2cc15,-46.605,-17.646,2019-09-20T16:40:00,AQUA_M-T,LAGOA GRANDE,MINAS GERAIS,Brasil,POINT (-17.646 -46.605)
focos_ams_hoje_ref.4087bac0-3e41-3102-8ad0-8fe286672004,-45.679,-5.383,2019-09-20T16:45:00,AQUA_M-T,JENIPAPO DOS VIEIRAS,MARANHÃO,Brasil,POINT (-5.383 -45.679)
focos_ams_hoje_ref.40a42223-5335-3141-968e-fa37abfe646b,-70.941,-3.782,2019-09-20T18:25:00,AQUA_M-T,Mariscal Ramón Castilla,Loreto,Peru,POINT (-3.782 -70.941)
focos_ams_hoje_ref.40c6db89-1d1f-3735-bbb2-b24010b82856,-40.575,-15.75,2019-09-20T16:40:00,AQUA_M-T,MACARANI,BAHIA,Brasil,POINT (-15.75 -40.575)
focos_ams_hoje_ref.40c9735e-be35-3686-a302-d9f8aa2016fe,-48.304,-10.975,2019-09-20T16:45:00,AQUA_M-T,PORTO NACIONAL,TOCANTINS,Brasil,POINT (-10.975 -48.304)
focos_ams_hoje_ref.40cb7786-eb3d-3b4d-9959-907bfa0040a0,-45.137,-6.509,2019-09-20T16:45:00,AQUA_M-T,MIRADOR,MARANHÃO,Brasil,POINT (-6.509 -45.137)
focos_ams_hoje_ref.4102d8db-24bc-3e7f-98f7-5be478e66d76,-46.462,-17.279,2019-09-20T16:40:00,AQUA_M-T,JOÃO PINHEIRO,MINAS GERAIS,Brasil,POINT (-17.279 -46.462)
focos_ams_hoje_ref.4108f171-be50-31e2-ae32-a38b00ab7633,-50.191,-8.111,2019-09-20T16:45:00,AQUA_M-T,REDENÇÃO,PARÁ,Brasil,POINT (-8.111 -50.191)
focos_ams_hoje_ref.4120f661-bcb4-34b9-9e5d-643eace09240,-62.443,-8.871,2019-09-20T18:20:00,AQUA_M-T,CUJUBIM,RONDÔNIA,Brasil,POINT (-8.871 -62.443)
focos_ams_hoje_ref.41265754-37ca-3626-aa69-469a7143bd37,-64.869,-12.47,2019-09-20T18:20:00,AQUA_M-T,Mamoré,El Beni,Bolivia,POINT (-12.47 -64.869)
focos_ams_hoje_ref.4127d4fb-05ff-3f02-9f7a-ebbc2c1dd4d8,-58.996,-19.356,2019-09-20T18:20:00,AQUA_M-T,Chiquitos,Santa Cruz,Bolivia,POINT (-19.356 -58.996)
focos_ams_hoje_ref.414a9ba6-dfe2-3289-9967-7d10a5ea05d2,-60.597,-36.894,2019-09-20T18:15:00,AQUA_M-T,Olavarría,Buenos Aires,Argentina,POINT (-36.894 -60.597)
focos_ams_hoje_ref.41571386-11bd-33a1-a213-2401c37fa033,-40.695,-13.445,2019-09-20T16:40:00,AQUA_M-T,MARACÁS,BAHIA,Brasil,POINT (-13.445 -40.695)
focos_ams_hoje_ref.4176bdee-e1cf-3d40-b061-7816215b785b,-43.826,-5.999,2019-09-20T16:45:00,AQUA_M-T,PASSAGEM FRANCA,MARANHÃO,Brasil,POINT (-5.999 -43.826)
focos_ams_hoje_ref.419ed2c9-b083-3c88-b61e-4c8ebf92366a,-43.808,-19.94,2019-09-20T16:40:00,AQUA_M-T,SABARÁ,MINAS GERAIS,Brasil,POINT (-19.94 -43.808)
focos_ams_hoje_ref.41c35367-96d6-3d1d-af39-7a2ec5c6da2f,-58.311,-27.585,2019-09-20T18:15:00,AQUA_M-T,San Luis del Palmar,Corrientes,Argentina,POINT (-27.585 -58.311)
focos_ams_hoje_ref.41db3fa3-79ec-331f-8a53-5bf77e549f38,-67.895,-34.799,2019-09-20T18:15:00,AQUA_M-T,San Rafael,Mendoza,Argentina,POINT (-34.799 -67.895)
focos_ams_hoje_ref.41fdd1dd-bda9-3d0d-bdcf-b037cefd7c85,-48.244,-8.178,2019-09-20T16:45:00,AQUA_M-T,TUPIRATINS,TOCANTINS,Brasil,POINT (-8.178 -48.244)
focos_ams_hoje_ref.421609b4-8609-33d9-aeb1-b6f3b81061e7,-72.505,-8.934,2019-09-20T18:25:00,AQUA_M-T,MARECHAL THAUMATURGO,ACRE,Brasil,POINT (-8.934 -72.505)
focos_ams_hoje_ref.4216dabd-00b5-3a2c-8123-06bedbbb0d66,-64.061,-9.671,2019-09-20T18:20:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-9.671 -64.061)
